"state","zcta5","cbsa10","stab","cbsaname10","zipname","pop10","afact"
"27","56369","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Rockville, MN",528,1
"27","56371","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Roscoe, MN",99,1
"27","56373","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Royalton, MN",287,0.094
"27","56373","99999","MN","99999","Royalton, MN",2764,0.906
"27","56374","41060","MN","St. Cloud, MN Metropolitan Statistical Area","St. Joseph, MN",9868,1
"27","56375","41060","MN","St. Cloud, MN Metropolitan Statistical Area","St. Stephen, MN",852,1
"27","56376","41060","MN","St. Cloud, MN Metropolitan Statistical Area","St. Martin, MN",358,1
"27","56377","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Sartell, MN",17648,1
"27","56378","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Sauk Centre, MN",6385,0.821
"27","56378","99999","MN","99999","Sauk Centre, MN",1393,0.179
"27","56379","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Sauk Rapids, MN",16163,1
"27","56381","99999","MN","99999","Starbuck, MN",2458,1
"27","56382","99999","MN","99999","Swanville, MN",1540,1
"27","56384","99999","MN","99999","Upsala, MN",328,1
"27","56385","10820","MN","Alexandria, MN Micropolitan Statistical Area","Villard, MN",28,0.03
"27","56385","99999","MN","99999","Villard, MN",900,0.97
"27","56386","99999","MN","99999","Wahkon, MN",652,1
"27","56387","41060","MN","St. Cloud, MN Metropolitan Statistical Area","Waite Park, MN",6734,1
"27","56389","99999","MN","99999","West Union, MN",111,1
"27","56401","14660","MN","Brainerd, MN Micropolitan Statistical Area","Brainerd, MN",29439,1
"27","56425","14660","MN","Brainerd, MN Micropolitan Statistical Area","Baxter, MN",7655,1
"27","56431","14660","MN","Brainerd, MN Micropolitan Statistical Area","Aitkin, MN",668,0.075
"27","56431","99999","MN","99999","Aitkin, MN",8263,0.925
"27","56433","14660","MN","Brainerd, MN Micropolitan Statistical Area","Akeley, MN",346,0.188
"27","56433","99999","MN","99999","Akeley, MN",1494,0.812
"27","56434","99999","MN","99999","Aldrich, MN",235,1
"27","56435","14660","MN","Brainerd, MN Micropolitan Statistical Area","Backus, MN",2372,1
"27","56436","99999","MN","99999","Benedict, MN",67,1
"27","56437","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Bertha, MN",91,0.066
"27","56437","99999","MN","99999","Bertha, MN",1289,0.934
"27","56438","99999","MN","99999","Browerville, MN",2949,1
"27","56440","99999","MN","99999","Clarissa, MN",1409,1
"27","56441","14660","MN","Brainerd, MN Micropolitan Statistical Area","Crosby, MN",3596,1
"27","56442","14660","MN","Brainerd, MN Micropolitan Statistical Area","Crosslake, MN",2381,1
"27","56443","99999","MN","99999","Cushing, MN",1417,1
"27","56444","14660","MN","Brainerd, MN Micropolitan Statistical Area","Deerwood, MN",3087,1
"27","56446","10820","MN","Alexandria, MN Micropolitan Statistical Area","Eagle Bend, MN",84,0.053
"27","56446","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Eagle Bend, MN",85,0.053
"27","56446","99999","MN","99999","Eagle Bend, MN",1428,0.894
"27","56447","14660","MN","Brainerd, MN Micropolitan Statistical Area","Emily, MN",1150,1
"27","56448","14660","MN","Brainerd, MN Micropolitan Statistical Area","Fifty Lakes, MN",332,1
"27","56449","14660","MN","Brainerd, MN Micropolitan Statistical Area","Fort Ripley, MN",1352,0.764
"27","56449","99999","MN","99999","Fort Ripley, MN",417,0.236
"27","56450","14660","MN","Brainerd, MN Micropolitan Statistical Area","Garrison, MN",628,0.618
"27","56450","99999","MN","99999","Garrison, MN",389,0.382
"27","56452","14660","MN","Brainerd, MN Micropolitan Statistical Area","Hackensack, MN",1755,1
"27","56453","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Hewitt, MN",317,0.364
"27","56453","99999","MN","99999","Hewitt, MN",554,0.636
"27","56455","14660","MN","Brainerd, MN Micropolitan Statistical Area","Ironton, MN",1488,1
"27","56456","14660","MN","Brainerd, MN Micropolitan Statistical Area","Jenkins, MN",50,1
"27","56458","99999","MN","99999","Lake George, MN",357,1
"27","56461","14660","MN","Brainerd, MN Micropolitan Statistical Area","Laporte, MN",122,0.038
"27","56461","99999","MN","99999","Laporte, MN",3119,0.962
"27","56464","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Menahga, MN",84,0.019
"27","56464","99999","MN","99999","Menahga, MN",4252,0.981
"27","56465","14660","MN","Brainerd, MN Micropolitan Statistical Area","Merrifield, MN",2062,1
"27","56466","14660","MN","Brainerd, MN Micropolitan Statistical Area","Motley, MN",1401,0.45
"27","56466","99999","MN","99999","Motley, MN",1715,0.55
"27","56467","99999","MN","99999","Nevis, MN",2412,1
"27","56468","14660","MN","Brainerd, MN Micropolitan Statistical Area","Nisswa, MN",4589,1
"27","56469","99999","MN","99999","Palisade, MN",998,1
"27","56470","99999","MN","99999","Park Rapids, MN",10334,1
"27","56472","14660","MN","Brainerd, MN Micropolitan Statistical Area","Pequot Lakes, MN",7459,1
"27","56473","14660","MN","Brainerd, MN Micropolitan Statistical Area","Pillager, MN",3227,0.955
"27","56473","99999","MN","99999","Pillager, MN",153,0.045
"27","56474","14660","MN","Brainerd, MN Micropolitan Statistical Area","Pine River, MN",4244,1
"27","56475","99999","MN","99999","Randall, MN",1655,1
"27","56477","14660","MN","Brainerd, MN Micropolitan Statistical Area","Sebeka, MN",67,0.024
"27","56477","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Sebeka, MN",476,0.173
"27","56477","99999","MN","99999","Sebeka, MN",2215,0.803
"27","56479","14660","MN","Brainerd, MN Micropolitan Statistical Area","Staples, MN",212,0.039
"27","56479","99999","MN","99999","Staples, MN",5172,0.961
"27","56481","14660","MN","Brainerd, MN Micropolitan Statistical Area","Verndale, MN",51,0.025
"27","56481","99999","MN","99999","Verndale, MN",1980,0.975
"27","56482","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Wadena, MN",1231,0.185
"27","56482","99999","MN","99999","Wadena, MN",5435,0.815
"27","56484","14660","MN","Brainerd, MN Micropolitan Statistical Area","Walker, MN",3205,1
"27","56501","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Detroit Lakes, MN",382,0.023
"27","56501","99999","MN","99999","Detroit Lakes, MN",15908,0.977
"27","56510","99999","MN","99999","Ada, MN",2333,1
"27","56511","99999","MN","99999","Audubon, MN",1878,1
"27","56514","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Barnesville, MN",3388,0.917
"27","56514","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Barnesville, MN",32,0.009
"27","56514","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Barnesville, MN",276,0.075
"27","56515","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Battle Lake, MN",2892,1
"27","56516","99999","MN","99999","Bejou, MN",294,1
"27","56517","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Beltrami, MN",279,1
"27","56518","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Bluffton, MN",388,1
"27","56519","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Borup, MN",91,0.303
"27","56519","99999","MN","99999","Borup, MN",209,0.697
"27","56520","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Breckenridge, MN",3983,1
"27","56521","99999","MN","99999","Callaway, MN",757,1
"27","56522","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Campbell, MN",42,0.078
"27","56522","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Campbell, MN",496,0.922
"27","56523","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Climax, MN",539,1
"27","56524","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Clitherall, MN",661,1
"27","56525","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Comstock, MN",106,1
"27","56527","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Deer Creek, MN",840,1
"27","56528","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Dent, MN",1673,1
"27","56529","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Dilworth, MN",4026,1
"27","56531","99999","MN","99999","Elbow Lake, MN",1994,1
"27","56533","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Elizabeth, MN",291,1
"27","56534","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Erhard, MN",1164,1
"27","56535","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Erskine, MN",1337,0.981
"27","56535","99999","MN","99999","Erskine, MN",26,0.019
"27","56536","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Felton, MN",482,1
"27","56537","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Fergus Falls, MN",18548,1
"27","56540","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Fertile, MN",1754,0.894
"27","56540","99999","MN","99999","Fertile, MN",208,0.106
"27","56541","99999","MN","99999","Flom, MN (PO Boxes)",24,1
"27","56542","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Fosston, MN",2671,0.944
"27","56542","99999","MN","99999","Fosston, MN",158,0.056
"27","56543","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Foxhome, MN",276,1
"27","56544","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Frazee, MN",1015,0.192
"27","56544","99999","MN","99999","Frazee, MN",4279,0.808
"27","56545","99999","MN","99999","Gary, MN",682,1
"27","56546","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Georgetown, MN",346,1
"27","56547","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Glyndon, MN",2700,1
"27","56548","99999","MN","99999","Halstad, MN",771,1
"27","56549","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Hawley, MN",4508,1
"27","56550","99999","MN","99999","Hendrum, MN",414,1
"27","56551","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Henning, MN",2237,1
"27","56552","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Hitterdal, MN",383,0.893
"27","56552","99999","MN","99999","Hitterdal, MN",46,0.107
"27","56553","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Kent, MN",293,1
"27","56554","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Lake Park, MN",102,0.038
"27","56554","99999","MN","99999","Lake Park, MN",2607,0.962
"27","56556","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","McIntosh, MN",1160,1
"27","56557","99999","MN","99999","Mahnomen, MN",2811,1
"27","56560","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Moorhead, MN",40743,0.999
"27","56560","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Moorhead, MN",23,0.001
"27","56565","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Nashua, MN",98,0.916
"27","56565","99999","MN","99999","Nashua, MN",9,0.084
"27","56566","99999","MN","99999","Naytahwaush, MN",668,1
"27","56567","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","New York Mills, MN",3169,1
"27","56568","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Nielsville, MN",142,1
"27","56569","99999","MN","99999","Ogema, MN",1357,1
"27","56570","99999","MN","99999","Osage, MN",1238,1
"27","56571","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Ottertail, MN",1800,1
"27","56572","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Pelican Rapids, MN",5303,0.972
"27","56572","99999","MN","99999","Pelican Rapids, MN",151,0.028
"27","56573","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Perham, MN",5993,1
"27","56574","99999","MN","99999","Perley, MN",266,1
"27","56575","99999","MN","99999","Ponsford, MN",763,1
"27","56576","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Richville, MN",799,1
"27","56577","99999","MN","99999","Richwood, MN",21,1
"27","56578","99999","MN","99999","Rochert, MN",747,1
"27","56579","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Rothsay, MN",483,0.425
"27","56579","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Rothsay, MN",653,0.575
"27","56580","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Sabin, MN",1171,1
"27","56581","99999","MN","99999","Shelly, MN",287,1
"27","56583","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Tintah, MN",38,0.226
"27","56583","99999","MN","99999","Tintah, MN",130,0.774
"27","56584","99999","MN","99999","Twin Valley, MN",1553,1
"27","56585","22020","MN","Fargo, ND-MN Metropolitan Statistical Area","Ulen, MN",953,0.908
"27","56585","99999","MN","99999","Ulen, MN",96,0.092
"27","56586","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Underwood, MN",1839,1
"27","56587","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Vergas, MN",1404,1
"27","56588","22260","MN","Fergus Falls, MN Micropolitan Statistical Area","Vining, MN",568,1
"27","56589","99999","MN","99999","Waubun, MN",1975,1
"27","56590","99999","MN","99999","Wendell, MN",373,1
"27","56591","99999","MN","99999","White Earth, MN",170,1
"27","56592","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Winger, MN",512,0.992
"27","56592","99999","MN","99999","Winger, MN",4,0.008
"27","56593","99999","MN","99999","Wolf Lake, MN",14,1
"27","56594","47420","MN","Wahpeton, ND-MN Micropolitan Statistical Area","Wolverton, MN",440,1
"27","56601","13420","MN","Bemidji, MN Micropolitan Statistical Area","Bemidji, MN",30424,0.944
"27","56601","99999","MN","99999","Bemidji, MN",1801,0.056
"27","56621","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Bagley, MN",66,0.014
"27","56621","99999","MN","99999","Bagley, MN",4573,0.986
"27","56623","99999","MN","99999","Baudette, MN",2749,1
"27","56626","14660","MN","Brainerd, MN Micropolitan Statistical Area","Bena, MN",356,1
"27","56627","99999","MN","99999","Big Falls, MN",309,1
"27","56628","99999","MN","99999","Bigfork, MN",1681,1
"27","56629","99999","MN","99999","Birchdale, MN (PO Boxes)",197,1
"27","56630","13420","MN","Bemidji, MN Micropolitan Statistical Area","Blackduck, MN",1921,0.907
"27","56630","99999","MN","99999","Blackduck, MN",196,0.093
"27","56633","13420","MN","Bemidji, MN Micropolitan Statistical Area","Cass Lake, MN",975,0.215
"27","56633","14660","MN","Brainerd, MN Micropolitan Statistical Area","Cass Lake, MN",2905,0.64
"27","56633","99999","MN","99999","Cass Lake, MN",661,0.146
"27","56634","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Clearbrook, MN",6,0.004
"27","56634","99999","MN","99999","Clearbrook, MN",1633,0.996
"27","56636","14660","MN","Brainerd, MN Micropolitan Statistical Area","Deer River, MN",346,0.067
"27","56636","99999","MN","99999","Deer River, MN",4791,0.933
"27","56637","99999","MN","99999","Talmoon, MN",227,1
"27","56639","99999","MN","99999","Effie, MN",459,1
"27","56641","14660","MN","Brainerd, MN Micropolitan Statistical Area","Federal Dam, MN",324,1
"27","56644","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Gonvick, MN",9,0.011
"27","56644","99999","MN","99999","Gonvick, MN",778,0.989
"27","56646","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Gully, MN",355,1
"27","56647","13420","MN","Bemidji, MN Micropolitan Statistical Area","Hines, MN",839,1
"27","56649","99999","MN","99999","International Falls, MN",9932,1
"27","56650","13420","MN","Bemidji, MN Micropolitan Statistical Area","Kelliher, MN",722,1
"27","56651","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Lengby, MN",259,0.481
"27","56651","99999","MN","99999","Lengby, MN",279,0.519
"27","56652","13420","MN","Bemidji, MN Micropolitan Statistical Area","Leonard, MN",53,0.098
"27","56652","99999","MN","99999","Leonard, MN",486,0.902
"27","56653","99999","MN","99999","Littlefork, MN",1336,1
"27","56654","99999","MN","99999","Loman, MN",153,1
"27","56655","14660","MN","Brainerd, MN Micropolitan Statistical Area","Longville, MN",1303,1
"27","56657","99999","MN","99999","Marcell, MN",304,1
"27","56658","99999","MN","99999","Margie, MN",6,1
"27","56659","99999","MN","99999","Max, MN",54,1
"27","56660","99999","MN","99999","Mizpah, MN",240,1
"27","56661","13420","MN","Bemidji, MN Micropolitan Statistical Area","Northome, MN",100,0.106
"27","56661","99999","MN","99999","Northome, MN",842,0.894
"27","56662","14660","MN","Brainerd, MN Micropolitan Statistical Area","Outing, MN",511,1
"27","56663","13420","MN","Bemidji, MN Micropolitan Statistical Area","Pennington, MN",220,1
"27","56666","13420","MN","Bemidji, MN Micropolitan Statistical Area","Ponemah, MN",1066,1
"27","56667","13420","MN","Bemidji, MN Micropolitan Statistical Area","Puposky, MN",662,1
"27","56668","99999","MN","99999","Ranier, MN",136,1
"27","56669","20260","MN","Duluth, MN-WI Metropolitan Statistical Area","Kabetogama, MN",139,0.371
"27","56669","99999","MN","99999","Kabetogama, MN",236,0.629
"27","56670","13420","MN","Bemidji, MN Micropolitan Statistical Area","Redby, MN",1440,1
"27","56671","13420","MN","Bemidji, MN Micropolitan Statistical Area","Red Lake, MN",3284,0.974
"27","56671","99999","MN","99999","Red Lake, MN",87,0.026
"27","56672","14660","MN","Brainerd, MN Micropolitan Statistical Area","Remer, MN",2097,1
"27","56673","99999","MN","99999","Roosevelt, MN",795,1
"27","56676","13420","MN","Bemidji, MN Micropolitan Statistical Area","Shevlin, MN",623,0.375
"27","56676","99999","MN","99999","Shevlin, MN",1040,0.625
"27","56678","13420","MN","Bemidji, MN Micropolitan Statistical Area","Solway, MN",850,0.643
"27","56678","99999","MN","99999","Solway, MN",471,0.357
"27","56680","99999","MN","99999","Spring Lake, MN",117,1
"27","56681","99999","MN","99999","Squaw Lake, MN",318,1
"27","56683","13420","MN","Bemidji, MN Micropolitan Statistical Area","Tenstrike, MN",772,1
"27","56684","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Trail, MN",229,0.812
"27","56684","99999","MN","99999","Trail, MN",53,0.188
"27","56685","13420","MN","Bemidji, MN Micropolitan Statistical Area","Waskish, MN",117,1
"27","56686","99999","MN","99999","Williams, MN",984,1
"27","56687","13420","MN","Bemidji, MN Micropolitan Statistical Area","Wilton, MN",73,1
"27","56688","99999","MN","99999","Wirt, MN",157,1
"27","56701","99999","MN","99999","Thief River Falls, MN",12690,1
"27","56710","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Alvarado, MN",20,0.041
"27","56710","99999","MN","99999","Alvarado, MN",470,0.959
"27","56711","99999","MN","99999","Angle Inlet, MN",96,1
"27","56713","99999","MN","99999","Argyle, MN",1022,1
"27","56714","99999","MN","99999","Badger, MN",1157,1
"27","56715","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Brooks, MN",10,0.029
"27","56715","99999","MN","99999","Brooks, MN",340,0.971
"27","56716","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Crookston, MN",9388,0.997
"27","56716","99999","MN","99999","Crookston, MN",28,0.003
"27","56720","99999","MN","99999","Donaldson, MN",57,1
"27","56721","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","East Grand Forks, MN",10096,1
"27","56722","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Euclid, MN",386,1
"27","56723","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Fisher, MN",970,1
"27","56724","99999","MN","99999","Gatzke, MN",159,1
"27","56725","99999","MN","99999","Goodridge, MN",978,1
"27","56726","99999","MN","99999","Greenbush, MN",1631,1
"27","56727","13420","MN","Bemidji, MN Micropolitan Statistical Area","Grygla, MN",301,0.391
"27","56727","99999","MN","99999","Grygla, MN",468,0.609
"27","56728","99999","MN","99999","Hallock, MN",1364,1
"27","56729","99999","MN","99999","Halma, MN",140,1
"27","56731","99999","MN","99999","Humboldt, MN (PO Boxes)",93,1
"27","56732","99999","MN","99999","Karlstad, MN",1136,1
"27","56733","99999","MN","99999","Kennedy, MN",390,1
"27","56734","99999","MN","99999","Lake Bronson, MN",467,1
"27","56735","99999","MN","99999","Lancaster, MN",816,1
"27","56736","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Mentor, MN",871,0.965
"27","56736","99999","MN","99999","Mentor, MN",32,0.035
"27","56737","99999","MN","99999","Middle River, MN",871,1
"27","56738","99999","MN","99999","Newfolden, MN",1368,1
"27","56741","99999","MN","99999","Oak Island, MN",23,1
"27","56742","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Oklee, MN",20,0.022
"27","56742","99999","MN","99999","Oklee, MN",898,0.978
"27","56744","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Oslo, MN",81,0.149
"27","56744","99999","MN","99999","Oslo, MN",462,0.851
"27","56748","99999","MN","99999","Plummer, MN",600,1
"27","56750","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Red Lake Falls, MN",57,0.022
"27","56750","99999","MN","99999","Red Lake Falls, MN",2482,0.978
"27","56751","99999","MN","99999","Roseau, MN",5575,1
"27","56754","99999","MN","99999","St. Hilaire, MN",546,1
"27","56755","99999","MN","99999","St. Vincent, MN",102,1
"27","56756","99999","MN","99999","Salol, MN",799,1
"27","56757","99999","MN","99999","Stephen, MN",932,1
"27","56758","99999","MN","99999","Strandquist, MN",418,1
"27","56759","99999","MN","99999","Strathcona, MN",364,1
"27","56760","99999","MN","99999","Viking, MN",358,1
"27","56761","99999","MN","99999","Wannaska, MN",488,1
"27","56762","24220","MN","Grand Forks, ND-MN Metropolitan Statistical Area","Warren, MN",383,0.154
"27","56762","99999","MN","99999","Warren, MN",2111,0.846
"27","56763","99999","MN","99999","Warroad, MN",5180,1
"27","57026","99999","MN","99999","Elkton, SD",66,1
"27","57030","99999","MN","99999","Garretson, SD",143,1
"27","57068","99999","MN","99999","Valley Springs, SD",41,1
"27","58225","99999","MN","99999","Drayton, ND",71,1
"27","99999","99999","MN","99999","99999",1,1
"28","38326","99999","MS","99999","Counce, TN",27,1
"28","38601","37060","MS","Oxford, MS Micropolitan Statistical Area","Abbeville, MS",2371,1
"28","38603","99999","MS","99999","Ashland, MS",2894,1
"28","38606","37060","MS","Oxford, MS Micropolitan Statistical Area","Batesville, MS",120,0.007
"28","38606","99999","MS","99999","Batesville, MS",16007,0.993
"28","38610","99999","MS","99999","Blue Mountain, MS",3542,1
"28","38611","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Byhalia, MS",17202,1
"28","38614","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Clarksdale, MS",20403,0.999
"28","38614","17380","MS","Cleveland, MS Micropolitan Statistical Area","Clarksdale, MS",15,0.001
"28","38617","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Coahoma, MS",734,1
"28","38618","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Coldwater, MS",12031,1
"28","38619","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Como, MS",119,0.024
"28","38619","37060","MS","Oxford, MS Micropolitan Statistical Area","Como, MS",1042,0.208
"28","38619","99999","MS","99999","Como, MS",3843,0.768
"28","38620","99999","MS","99999","Courtland, MS",3375,1
"28","38621","99999","MS","99999","Crenshaw, MS",1910,1
"28","38622","99999","MS","99999","Crowder, MS",705,1
"28","38623","99999","MS","99999","Darling, MS",259,1
"28","38625","99999","MS","99999","Dumas, MS",1058,1
"28","38626","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Dundee, MS",341,0.252
"28","38626","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Dundee, MS",1012,0.748
"28","38627","37060","MS","Oxford, MS Micropolitan Statistical Area","Etta, MS",220,0.196
"28","38627","99999","MS","99999","Etta, MS",900,0.804
"28","38629","99999","MS","99999","Falkner, MS",1774,1
"28","38630","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Farrell, MS",132,1
"28","38631","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Friars Point, MS",1306,1
"28","38632","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Hernando, MS",24377,1
"28","38633","99999","MS","99999","Hickory Flat, MS",2590,1
"28","38635","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Holly Springs, MS",15414,0.967
"28","38635","99999","MS","99999","Holly Springs, MS",527,0.033
"28","38637","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Horn Lake, MS",26066,1
"28","38639","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Jonestown, MS",1257,1
"28","38641","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Lake Cormorant, MS",2338,1
"28","38642","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Lamar, MS",1034,0.445
"28","38642","99999","MS","99999","Lamar, MS",1287,0.555
"28","38643","99999","MS","99999","Lambert, MS",2619,1
"28","38644","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Lula, MS",208,1
"28","38645","17260","MS","Clarksdale, MS Micropolitan Statistical Area","Lyon, MS",1269,0.955
"28","38645","99999","MS","99999","Lyon, MS",60,0.045
"28","38646","99999","MS","99999","Marks, MS",3073,1
"28","38647","99999","MS","99999","Michigan City, MS",1143,1
"28","38650","99999","MS","99999","Myrtle, MS",3881,1
"28","38651","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Nesbit, MS",7103,1
"28","38652","99999","MS","99999","New Albany, MS",16600,1
"28","38654","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Olive Branch, MS",45956,1
"28","38655","37060","MS","Oxford, MS Micropolitan Statistical Area","Oxford, MS",36699,1
"28","38658","99999","MS","99999","Pope, MS",2074,1
"28","38659","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Potts Camp, MS",2574,0.906
"28","38659","99999","MS","99999","Potts Camp, MS",267,0.094
"28","38661","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Red Banks, MS",2039,1
"28","38663","99999","MS","99999","Ripley, MS",11950,1
"28","38664","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Tunica Resorts, MS",3279,1
"28","38665","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Sarah, MS",2180,0.813
"28","38665","99999","MS","99999","Sarah, MS",503,0.187
"28","38666","99999","MS","99999","Sardis, MS",6915,1
"28","38668","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Senatobia, MS",14462,1
"28","38670","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Sledge, MS",112,0.091
"28","38670","99999","MS","99999","Sledge, MS",1114,0.909
"28","38671","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Southaven, MS",35712,1
"28","38672","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Southaven, MS",11249,1
"28","38673","37060","MS","Oxford, MS Micropolitan Statistical Area","Taylor, MS",746,1
"28","38674","99999","MS","99999","Tiplersville, MS",898,1
"28","38676","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Tunica, MS",6375,1
"28","38677","37060","MS","Oxford, MS Micropolitan Statistical Area","University, MS",4198,1
"28","38680","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Walls, MS",6194,1
"28","38683","18420","MS","Corinth, MS Micropolitan Statistical Area","Walnut, MS",1900,0.337
"28","38683","99999","MS","99999","Walnut, MS",3737,0.663
"28","38685","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area","Waterford, MS",1232,0.915
"28","38685","37060","MS","Oxford, MS Micropolitan Statistical Area","Waterford, MS",115,0.085
"28","38701","24740","MS","Greenville, MS Micropolitan Statistical Area","Greenville, MS",24187,1
"28","38702","17380","MS","Cleveland, MS Micropolitan Statistical Area","Greenville, MS",1,1
