"state","zcta5","cbsa10","stab","cbsaname10","zipname","pop10","afact"
"18","46407","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Gary, IN",12656,1
"18","46408","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Gary, IN",17030,1
"18","46409","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Gary, IN",8932,1
"18","46410","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Merrillville, IN",38340,1
"18","46501","38500","IN","Plymouth, IN Micropolitan Statistical Area","Argos, IN",3856,1
"18","46502","47700","IN","Warsaw, IN Micropolitan Statistical Area","Atwood, IN (PO Boxes)",115,1
"18","46504","38500","IN","Plymouth, IN Micropolitan Statistical Area","Bourbon, IN",3385,0.992
"18","46504","47700","IN","Warsaw, IN Micropolitan Statistical Area","Bourbon, IN",28,0.008
"18","46506","38500","IN","Plymouth, IN Micropolitan Statistical Area","Bremen, IN",8894,0.883
"18","46506","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Bremen, IN",1176,0.117
"18","46507","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Bristol, IN",9128,1
"18","46508","47700","IN","Warsaw, IN Micropolitan Statistical Area","Burket, IN",217,1
"18","46510","47700","IN","Warsaw, IN Micropolitan Statistical Area","Claypool, IN",3631,1
"18","46511","38500","IN","Plymouth, IN Micropolitan Statistical Area","Culver, IN",3470,0.782
"18","46511","99999","IN","99999","Culver, IN",965,0.218
"18","46514","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Elkhart, IN",40263,1
"18","46516","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Elkhart, IN",33501,1
"18","46517","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Elkhart, IN",23764,1
"18","46524","47700","IN","Warsaw, IN Micropolitan Statistical Area","Etna Green, IN",2326,1
"18","46526","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Goshen, IN",30671,1
"18","46528","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Goshen, IN",26104,1
"18","46530","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Granger, IN",1846,0.06
"18","46530","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Granger, IN",28768,0.94
"18","46531","99999","IN","99999","Grovertown, IN",1458,1
"18","46532","33140","IN","Michigan City-La Porte, IN Metropolitan Statistical Area","Hamlet, IN",668,0.351
"18","46532","99999","IN","99999","Hamlet, IN",1237,0.649
"18","46534","99999","IN","99999","Knox, IN",11263,1
"18","46536","38500","IN","Plymouth, IN Micropolitan Statistical Area","Lakeville, IN",322,0.093
"18","46536","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Lakeville, IN",3123,0.907
"18","46537","38500","IN","Plymouth, IN Micropolitan Statistical Area","La Paz, IN",433,1
"18","46538","47700","IN","Warsaw, IN Micropolitan Statistical Area","Leesburg, IN",3867,1
"18","46539","38500","IN","Plymouth, IN Micropolitan Statistical Area","Mentone, IN",47,0.02
"18","46539","47700","IN","Warsaw, IN Micropolitan Statistical Area","Mentone, IN",2207,0.96
"18","46539","99999","IN","99999","Mentone, IN",44,0.019
"18","46540","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Middlebury, IN",10820,0.925
"18","46540","99999","IN","99999","Middlebury, IN",882,0.075
"18","46542","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Milford, IN",198,0.047
"18","46542","47700","IN","Warsaw, IN Micropolitan Statistical Area","Milford, IN",4000,0.953
"18","46543","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Millersburg, IN",2494,0.683
"18","46543","99999","IN","99999","Millersburg, IN",1160,0.317
"18","46544","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Mishawaka, IN",30759,1
"18","46545","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Mishawaka, IN",25082,1
"18","46550","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Nappanee, IN",9203,0.748
"18","46550","38500","IN","Plymouth, IN Micropolitan Statistical Area","Nappanee, IN",470,0.038
"18","46550","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Nappanee, IN",144,0.012
"18","46550","47700","IN","Warsaw, IN Micropolitan Statistical Area","Nappanee, IN",2494,0.203
"18","46552","33140","IN","Michigan City-La Porte, IN Metropolitan Statistical Area","New Carlisle, IN",2271,0.332
"18","46552","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","New Carlisle, IN",4563,0.668
"18","46553","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","New Paris, IN",3428,1
"18","46554","33140","IN","Michigan City-La Porte, IN Metropolitan Statistical Area","North Liberty, IN",39,0.008
"18","46554","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","North Liberty, IN",4903,0.992
"18","46555","47700","IN","Warsaw, IN Micropolitan Statistical Area","North Webster, IN",2835,1
"18","46556","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Notre Dame, IN",7314,1
"18","46561","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Osceola, IN",1710,0.128
"18","46561","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Osceola, IN",11633,0.872
"18","46562","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Pierceton, IN",272,0.057
"18","46562","28340","IN","Kendallville, IN Micropolitan Statistical Area","Pierceton, IN",119,0.025
"18","46562","47700","IN","Warsaw, IN Micropolitan Statistical Area","Pierceton, IN",4397,0.918
"18","46563","38500","IN","Plymouth, IN Micropolitan Statistical Area","Plymouth, IN",23540,0.997
"18","46563","99999","IN","99999","Plymouth, IN",59,0.003
"18","46565","99999","IN","99999","Shipshewana, IN",7950,1
"18","46567","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Syracuse, IN",1206,0.128
"18","46567","47700","IN","Warsaw, IN Micropolitan Statistical Area","Syracuse, IN",8199,0.872
"18","46570","38500","IN","Plymouth, IN Micropolitan Statistical Area","Tippecanoe, IN",983,0.927
"18","46570","99999","IN","99999","Tippecanoe, IN",77,0.073
"18","46571","28340","IN","Kendallville, IN Micropolitan Statistical Area","Topeka, IN",119,0.022
"18","46571","99999","IN","99999","Topeka, IN",5413,0.978
"18","46573","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Wakarusa, IN",3063,0.859
"18","46573","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Wakarusa, IN",502,0.141
"18","46574","33140","IN","Michigan City-La Porte, IN Metropolitan Statistical Area","Walkerton, IN",1423,0.171
"18","46574","38500","IN","Plymouth, IN Micropolitan Statistical Area","Walkerton, IN",1651,0.198
"18","46574","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Walkerton, IN",3342,0.401
"18","46574","99999","IN","99999","Walkerton, IN",1923,0.231
"18","46580","47700","IN","Warsaw, IN Micropolitan Statistical Area","Warsaw, IN",21338,1
"18","46582","47700","IN","Warsaw, IN Micropolitan Statistical Area","Warsaw, IN",12378,1
"18","46590","47700","IN","Warsaw, IN Micropolitan Statistical Area","Winona Lake, IN",4908,1
"18","46595","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Wyatt, IN (PO Boxes)",163,1
"18","46601","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",6090,1
"18","46613","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",10893,1
"18","46614","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",29573,1
"18","46615","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",14609,1
"18","46616","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",5667,1
"18","46617","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",9601,1
"18","46619","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",21408,1
"18","46628","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",25650,1
"18","46635","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","Granger, IN",6654,1
"18","46637","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend, IN",15314,1
"18","46701","28340","IN","Kendallville, IN Micropolitan Statistical Area","Albion, IN",7979,1
"18","46702","26540","IN","Huntington, IN Micropolitan Statistical Area","Andrews, IN",2138,0.928
"18","46702","47340","IN","Wabash, IN Micropolitan Statistical Area","Andrews, IN",166,0.072
"18","46703","11420","IN","Angola, IN Micropolitan Statistical Area","Angola, IN",18029,1
"18","46704","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Arcola, IN (PO Boxes)",60,1
"18","46705","11420","IN","Angola, IN Micropolitan Statistical Area","Ashley, IN",592,0.374
"18","46705","12140","IN","Auburn, IN Micropolitan Statistical Area","Ashley, IN",991,0.626
"18","46706","12140","IN","Auburn, IN Micropolitan Statistical Area","Auburn, IN",18324,0.984
"18","46706","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Auburn, IN",306,0.016
"18","46710","12140","IN","Auburn, IN Micropolitan Statistical Area","Avilla, IN",198,0.042
"18","46710","28340","IN","Kendallville, IN Micropolitan Statistical Area","Avilla, IN",4481,0.958
"18","46711","19540","IN","Decatur, IN Micropolitan Statistical Area","Berne, IN",7698,1
"18","46714","19540","IN","Decatur, IN Micropolitan Statistical Area","Bluffton, IN",418,0.029
"18","46714","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Bluffton, IN",14227,0.971
"18","46721","12140","IN","Auburn, IN Micropolitan Statistical Area","Butler, IN",5058,1
"18","46723","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Churubusco, IN",6412,0.834
"18","46723","28340","IN","Kendallville, IN Micropolitan Statistical Area","Churubusco, IN",1280,0.166
"18","46725","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Columbia City, IN",22331,0.968
"18","46725","28340","IN","Kendallville, IN Micropolitan Statistical Area","Columbia City, IN",749,0.032
"18","46730","12140","IN","Auburn, IN Micropolitan Statistical Area","Corunna, IN",1381,1
"18","46731","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Craigville, IN",559,1
"18","46732","28340","IN","Kendallville, IN Micropolitan Statistical Area","Cromwell, IN",1919,0.606
"18","46732","47700","IN","Warsaw, IN Micropolitan Statistical Area","Cromwell, IN",1250,0.394
"18","46733","19540","IN","Decatur, IN Micropolitan Statistical Area","Decatur, IN",18636,0.992
"18","46733","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Decatur, IN",141,0.008
"18","46737","11420","IN","Angola, IN Micropolitan Statistical Area","Fremont, IN",7068,1
"18","46738","12140","IN","Auburn, IN Micropolitan Statistical Area","Garrett, IN",7918,1
"18","46740","19540","IN","Decatur, IN Micropolitan Statistical Area","Geneva, IN",3940,0.97
"18","46740","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Geneva, IN",120,0.03
"18","46741","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Grabill, IN",4647,1
"18","46742","11420","IN","Angola, IN Micropolitan Statistical Area","Hamilton, IN",2762,0.792
"18","46742","12140","IN","Auburn, IN Micropolitan Statistical Area","Hamilton, IN",726,0.208
"18","46743","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Harlan, IN",1971,1
"18","46745","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Hoagland, IN",1841,1
"18","46746","99999","IN","99999","Howe, IN",4036,1
"18","46747","11420","IN","Angola, IN Micropolitan Statistical Area","Hudson, IN",2036,0.756
"18","46747","12140","IN","Auburn, IN Micropolitan Statistical Area","Hudson, IN",195,0.072
"18","46747","99999","IN","99999","Hudson, IN",462,0.172
"18","46748","12140","IN","Auburn, IN Micropolitan Statistical Area","Huntertown, IN",76,0.015
"18","46748","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Huntertown, IN",5021,0.978
"18","46748","28340","IN","Kendallville, IN Micropolitan Statistical Area","Huntertown, IN",37,0.007
"18","46750","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Huntington, IN",33,0.001
"18","46750","26540","IN","Huntington, IN Micropolitan Statistical Area","Huntington, IN",27188,0.999
"18","46755","12140","IN","Auburn, IN Micropolitan Statistical Area","Kendallville, IN",56,0.004
"18","46755","28340","IN","Kendallville, IN Micropolitan Statistical Area","Kendallville, IN",15006,0.996
"18","46759","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Keystone, IN",652,1
"18","46760","28340","IN","Kendallville, IN Micropolitan Statistical Area","Kimmell, IN",1382,1
"18","46761","11420","IN","Angola, IN Micropolitan Statistical Area","Lagrange, IN",265,0.022
"18","46761","99999","IN","99999","Lagrange, IN",11774,0.978
"18","46763","12140","IN","Auburn, IN Micropolitan Statistical Area","Laotto, IN",170,0.104
"18","46763","28340","IN","Kendallville, IN Micropolitan Statistical Area","Laotto, IN",1461,0.896
"18","46764","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Larwill, IN",1328,0.887
"18","46764","28340","IN","Kendallville, IN Micropolitan Statistical Area","Larwill, IN",169,0.113
"18","46765","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Leo-Cedarville, IN",5341,1
"18","46766","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Liberty Center, IN",685,1
"18","46767","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area","Ligonier, IN",160,0.019
"18","46767","28340","IN","Kendallville, IN Micropolitan Statistical Area","Ligonier, IN",8221,0.96
"18","46767","99999","IN","99999","Ligonier, IN",183,0.021
"18","46770","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Markle, IN",1772,0.652
"18","46770","26540","IN","Huntington, IN Micropolitan Statistical Area","Markle, IN",944,0.348
"18","46771","99999","IN","99999","Mongo, IN (PO Boxes)",105,1
"18","46772","19540","IN","Decatur, IN Micropolitan Statistical Area","Monroe, IN",3411,1
"18","46773","19540","IN","Decatur, IN Micropolitan Statistical Area","Monroeville, IN",159,0.043
"18","46773","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Monroeville, IN",3503,0.957
"18","46774","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","New Haven, IN",16008,1
"18","46776","11420","IN","Angola, IN Micropolitan Statistical Area","Orland, IN",1240,0.836
"18","46776","99999","IN","99999","Orland, IN",244,0.164
"18","46777","19540","IN","Decatur, IN Micropolitan Statistical Area","Ossian, IN",63,0.01
"18","46777","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Ossian, IN",6196,0.99
"18","46779","11420","IN","Angola, IN Micropolitan Statistical Area","Pleasant Lake, IN",2166,1
"18","46781","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Poneto, IN",793,1
"18","46783","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Roanoke, IN",2901,0.454
"18","46783","26540","IN","Huntington, IN Micropolitan Statistical Area","Roanoke, IN",3495,0.546
"18","46784","28340","IN","Kendallville, IN Micropolitan Statistical Area","Rome City, IN",2236,1
"18","46785","12140","IN","Auburn, IN Micropolitan Statistical Area","Saint Joe, IN",1542,1
"18","46786","99999","IN","99999","South Milford, IN (PO Boxes)",102,1
"18","46787","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","South Whitley, IN",3726,0.957
"18","46787","47700","IN","Warsaw, IN Micropolitan Statistical Area","South Whitley, IN",167,0.043
"18","46788","12140","IN","Auburn, IN Micropolitan Statistical Area","Spencerville, IN",1323,0.406
"18","46788","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Spencerville, IN",1937,0.594
"18","46791","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Uniondale, IN",918,1
"18","46792","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Warren, IN",577,0.165
"18","46792","26540","IN","Huntington, IN Micropolitan Statistical Area","Warren, IN",2922,0.835
"18","46793","11420","IN","Angola, IN Micropolitan Statistical Area","Waterloo, IN",27,0.006
"18","46793","12140","IN","Auburn, IN Micropolitan Statistical Area","Waterloo, IN",4265,0.994
"18","46794","28340","IN","Kendallville, IN Micropolitan Statistical Area","Wawaka, IN",1587,1
"18","46795","28340","IN","Kendallville, IN Micropolitan Statistical Area","Wolcottville, IN",791,0.141
"18","46795","99999","IN","99999","Wolcottville, IN",4817,0.859
"18","46797","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Woodburn, IN",3957,1
"18","46798","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Yoder, IN",1661,1
"18","46799","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Zanesville, IN",212,1
"18","46802","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",11086,1
"18","46803","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",9758,1
"18","46804","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",27245,1
"18","46805","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",21306,1
"18","46806","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",23560,1
"18","46807","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",16072,1
"18","46808","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",19309,1
"18","46809","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",8947,1
"18","46814","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",12281,1
"18","46815","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",26522,1
"18","46816","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",18116,1
"18","46818","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",18790,1
"18","46819","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",8765,1
"18","46825","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",27931,1
"18","46835","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",33604,1
"18","46845","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Fort Wayne, IN",22117,1
"18","46901","29020","IN","Kokomo, IN Metropolitan Statistical Area","Kokomo, IN",36043,0.958
"18","46901","37940","IN","Peru, IN Micropolitan Statistical Area","Kokomo, IN",1590,0.042
"18","46902","29020","IN","Kokomo, IN Metropolitan Statistical Area","Kokomo, IN",35697,1
"18","46910","37940","IN","Peru, IN Micropolitan Statistical Area","Akron, IN",120,0.036
"18","46910","47700","IN","Warsaw, IN Micropolitan Statistical Area","Akron, IN",477,0.142
"18","46910","99999","IN","99999","Akron, IN",2763,0.822
"18","46911","37940","IN","Peru, IN Micropolitan Statistical Area","Amboy, IN",1306,0.908
"18","46911","47340","IN","Wabash, IN Micropolitan Statistical Area","Amboy, IN",133,0.092
"18","46913","29140","IN","Lafayette, IN Metropolitan Statistical Area","Bringhurst, IN",1329,1
"18","46914","37940","IN","Peru, IN Micropolitan Statistical Area","Grissom AFB, IN",4908,1
"18","46915","29140","IN","Lafayette, IN Metropolitan Statistical Area","Burlington, IN",679,1
"18","46917","29140","IN","Lafayette, IN Metropolitan Statistical Area","Camden, IN",1853,1
"18","46919","29020","IN","Kokomo, IN Metropolitan Statistical Area","Converse, IN",112,0.047
"18","46919","31980","IN","Marion, IN Micropolitan Statistical Area","Converse, IN",912,0.382
"18","46919","37940","IN","Peru, IN Micropolitan Statistical Area","Converse, IN",1344,0.562
"18","46919","47340","IN","Wabash, IN Micropolitan Statistical Area","Converse, IN",22,0.009
"18","46920","29140","IN","Lafayette, IN Metropolitan Statistical Area","Cutler, IN",1045,1
"18","46922","99999","IN","99999","Delong, IN (PO Boxes)",61,1
"18","46923","29140","IN","Lafayette, IN Metropolitan Statistical Area","Delphi, IN",8048,1
"18","46926","30900","IN","Logansport, IN Micropolitan Statistical Area","Denver, IN",31,0.018
"18","46926","37940","IN","Peru, IN Micropolitan Statistical Area","Denver, IN",1677,0.982
"18","46928","11300","IN","Anderson, IN Metropolitan Statistical Area","Fairmount, IN",32,0.006
"18","46928","31980","IN","Marion, IN Micropolitan Statistical Area","Fairmount, IN",4919,0.994
"18","46929","29020","IN","Kokomo, IN Metropolitan Statistical Area","Flora, IN",196,0.061
"18","46929","29140","IN","Lafayette, IN Metropolitan Statistical Area","Flora, IN",3018,0.939
"18","46930","31980","IN","Marion, IN Micropolitan Statistical Area","Fowlerton, IN",133,1
"18","46931","99999","IN","99999","Fulton, IN",188,1
"18","46932","29020","IN","Kokomo, IN Metropolitan Statistical Area","Galveston, IN",115,0.033
"18","46932","30900","IN","Logansport, IN Micropolitan Statistical Area","Galveston, IN",3176,0.921
"18","46932","37940","IN","Peru, IN Micropolitan Statistical Area","Galveston, IN",157,0.046
"18","46933","31980","IN","Marion, IN Micropolitan Statistical Area","Gas City, IN",6414,1
"18","46936","29020","IN","Kokomo, IN Metropolitan Statistical Area","Greentown, IN",5922,1
"18","46938","31980","IN","Marion, IN Micropolitan Statistical Area","Jonesboro, IN",3200,1
"18","46939","99999","IN","99999","Kewanna, IN",2101,1
"18","46940","26540","IN","Huntington, IN Micropolitan Statistical Area","La Fontaine, IN",307,0.12
"18","46940","31980","IN","Marion, IN Micropolitan Statistical Area","La Fontaine, IN",33,0.013
"18","46940","47340","IN","Wabash, IN Micropolitan Statistical Area","La Fontaine, IN",2208,0.867
"18","46941","47340","IN","Wabash, IN Micropolitan Statistical Area","Lagro, IN",1125,1
"18","46943","47340","IN","Wabash, IN Micropolitan Statistical Area","Laketon, IN",247,1
"18","46946","47340","IN","Wabash, IN Micropolitan Statistical Area","Liberty Mills, IN (PO Boxes)",136,1
"18","46947","29140","IN","Lafayette, IN Metropolitan Statistical Area","Logansport, IN",170,0.006
"18","46947","30900","IN","Logansport, IN Micropolitan Statistical Area","Logansport, IN",28696,0.994
"18","46950","30900","IN","Logansport, IN Micropolitan Statistical Area","Lucerne, IN",643,1
"18","46951","37940","IN","Peru, IN Micropolitan Statistical Area","Macy, IN",1621,0.747
"18","46951","99999","IN","99999","Macy, IN",549,0.253
"18","46952","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","Marion, IN",135,0.007
"18","46952","26540","IN","Huntington, IN Micropolitan Statistical Area","Marion, IN",52,0.003
"18","46952","31980","IN","Marion, IN Micropolitan Statistical Area","Marion, IN",20096,0.99
"18","46952","99999","IN","99999","Marion, IN",25,0.001
"18","46953","31980","IN","Marion, IN Micropolitan Statistical Area","Marion, IN",24177,1
"18","46957","31980","IN","Marion, IN Micropolitan Statistical Area","Matthews, IN",558,1
"18","46958","37940","IN","Peru, IN Micropolitan Statistical Area","Mexico, IN",460,1
"18","46959","37940","IN","Peru, IN Micropolitan Statistical Area","Miami, IN (PO Boxes)",231,1
"18","46960","99999","IN","99999","Monterey, IN",1218,1
"18","46961","30900","IN","Logansport, IN Micropolitan Statistical Area","New Waverly, IN (PO Boxes)",99,1
"18","46962","23060","IN","Fort Wayne, IN Metropolitan Statistical Area","North Manchester, IN",38,0.004
"18","46962","47340","IN","Wabash, IN Micropolitan Statistical Area","North Manchester, IN",9311,0.957
"18","46962","47700","IN","Warsaw, IN Micropolitan Statistical Area","North Manchester, IN",379,0.039
"18","46967","30900","IN","Logansport, IN Micropolitan Statistical Area","Onward, IN",98,1
"18","46968","99999","IN","99999","Ora, IN (PO Boxes)",73,1
"18","46970","30900","IN","Logansport, IN Micropolitan Statistical Area","Peru, IN",606,0.025
"18","46970","37940","IN","Peru, IN Micropolitan Statistical Area","Peru, IN",23133,0.973
"18","46970","47340","IN","Wabash, IN Micropolitan Statistical Area","Peru, IN",27,0.001
"18","46974","37940","IN","Peru, IN Micropolitan Statistical Area","Roann, IN",356,0.21
"18","46974","47340","IN","Wabash, IN Micropolitan Statistical Area","Roann, IN",1343,0.79
"18","46975","99999","IN","99999","Rochester, IN",14691,1
"18","46978","30900","IN","Logansport, IN Micropolitan Statistical Area","Royal Center, IN",1998,0.97
"18","46978","99999","IN","99999","Royal Center, IN",61,0.03
"18","46979","23140","IN","Frankfort, IN Micropolitan Statistical Area","Russiaville, IN",64,0.014
"18","46979","29020","IN","Kokomo, IN Metropolitan Statistical Area","Russiaville, IN",4669,0.986
"18","46982","47340","IN","Wabash, IN Micropolitan Statistical Area","Silver Lake, IN",386,0.15
"18","46982","47700","IN","Warsaw, IN Micropolitan Statistical Area","Silver Lake, IN",2145,0.834
"18","46982","99999","IN","99999","Silver Lake, IN",42,0.016
"18","46984","47340","IN","Wabash, IN Micropolitan Statistical Area","Somerset, IN",224,1
"18","46985","99999","IN","99999","Star City, IN",1441,1
"18","46986","31980","IN","Marion, IN Micropolitan Statistical Area","Swayzee, IN",1915,1
"18","46987","31980","IN","Marion, IN Micropolitan Statistical Area","Sweetser, IN",776,1
"18","46988","30900","IN","Logansport, IN Micropolitan Statistical Area","Twelve Mile, IN",823,1
"18","46989","31980","IN","Marion, IN Micropolitan Statistical Area","Upland, IN",5178,0.997
"18","46989","34620","IN","Muncie, IN Metropolitan Statistical Area","Upland, IN",17,0.003
"18","46990","47340","IN","Wabash, IN Micropolitan Statistical Area","Urbana, IN",801,1
"18","46991","26540","IN","Huntington, IN Micropolitan Statistical Area","Van Buren, IN",78,0.043
"18","46991","31980","IN","Marion, IN Micropolitan Statistical Area","Van Buren, IN",1719,0.957
"18","46992","47340","IN","Wabash, IN Micropolitan Statistical Area","Wabash, IN",16759,1
"18","46994","30900","IN","Logansport, IN Micropolitan Statistical Area","Walton, IN",2684,1
"18","46996","99999","IN","99999","Winamac, IN",7139,1
"18","46998","30900","IN","Logansport, IN Micropolitan Statistical Area","Young America, IN (PO Boxes)",112,1
"18","47001","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Aurora, IN",10422,1
"18","47003","99999","IN","99999","West College Corner, IN",1040,1
"18","47006","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Batesville, IN",3935,0.336
"18","47006","24700","IN","Greensburg, IN Micropolitan Statistical Area","Batesville, IN",30,0.003
"18","47006","99999","IN","99999","Batesville, IN",7762,0.662
"18","47010","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Bath, IN",215,0.703
"18","47010","99999","IN","99999","Bath, IN",91,0.297
"18","47011","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Bennington, IN",11,0.009
"18","47011","99999","IN","99999","Bennington, IN",1266,0.991
"18","47012","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Brookville, IN",10188,1
"18","47016","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cedar Grove, IN",793,1
"18","47017","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cross Plains, IN",7,0.014
"18","47017","99999","IN","99999","Cross Plains, IN",500,0.986
"18","47018","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Dillsboro, IN",3494,0.817
"18","47018","99999","IN","99999","Dillsboro, IN",781,0.183
"18","47020","99999","IN","99999","Florence, IN",1309,1
"18","47022","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Guilford, IN",3358,1
"18","47023","99999","IN","99999","Holton, IN",1636,1
